dataset	cell	class	ngenes	reads
VASA published, mouse	224	multi	10	35
VASA published, mouse	224	multi	11	9
VASA published, mouse	224	multi	12	5
VASA published, mouse	224	multi	13	1
VASA published, mouse	224	multi	19	1
VASA published, mouse	224	multi	20	13
VASA published, mouse	224	single	1	45201
VASA published, mouse	224	single	2	1872
VASA published, mouse	224	single	3	95
VASA published, mouse	224	single	4	6
VASA published, mouse	224	single	18	2
VASA published, mouse	224	single	20	4
VASA published, mouse	226	multi	1	4044
VASA published, mouse	226	multi	2	6434
VASA published, mouse	226	multi	3	2884
VASA published, mouse	226	multi	4	2028
VASA published, mouse	226	multi	5	887
VASA published, mouse	226	multi	6	735
VASA published, mouse	226	multi	7	269
VASA published, mouse	226	multi	8	201
VASA published, mouse	226	multi	9	213
VASA published, mouse	226	multi	10	107
VASA published, mouse	226	multi	11	41
VASA published, mouse	226	multi	12	22
VASA published, mouse	226	multi	13	1
VASA published, mouse	226	multi	20	21
VASA published, mouse	226	single	1	87616
VASA published, mouse	226	single	2	3411
VASA published, mouse	226	single	3	86
VASA published, mouse	226	single	14	2
VASA published, mouse	226	single	20	4
VASA published, mouse	228	multi	1	1003
VASA published, mouse	228	multi	2	1764
VASA published, mouse	228	multi	3	919
VASA published, mouse	228	multi	4	583
VASA published, mouse	228	multi	5	312
VASA published, mouse	228	multi	6	200
VASA published, mouse	228	multi	7	95
VASA published, mouse	228	multi	8	87
VASA published, mouse	228	multi	9	51
VASA published, mouse	228	multi	10	31
VASA published, mouse	228	multi	11	20
VASA published, mouse	228	multi	12	3
VASA published, mouse	228	multi	13	3
VASA published, mouse	228	multi	20	24
VASA published, mouse	228	single	1	18168
VASA published, mouse	228	single	2	764
VASA published, mouse	228	single	3	51
VASA published, mouse	228	single	20	2
VASA published, mouse	230	multi	1	2555
VASA published, mouse	230	multi	2	3391
VASA published, mouse	230	multi	3	1705
VASA published, mouse	230	multi	4	1394
VASA published, mouse	230	multi	5	567
VASA published, mouse	230	multi	6	516
VASA published, mouse	230	multi	7	150
VASA published, mouse	230	multi	8	134
VASA published, mouse	230	multi	9	181
VASA published, mouse	230	multi	10	45
VASA published, mouse	230	multi	11	19
VASA published, mouse	230	multi	12	11
VASA published, mouse	230	multi	13	4
VASA published, mouse	230	multi	15	2
VASA published, mouse	230	multi	18	2
VASA published, mouse	230	multi	19	4
VASA published, mouse	230	multi	20	38
VASA published, mouse	230	single	1	63962
VASA published, mouse	230	single	2	2413
VASA published, mouse	230	single	3	72
VASA published, mouse	230	single	20	18
VASA published, mouse	232	multi	1	3362
VASA published, mouse	232	multi	2	4669
VASA published, mouse	232	multi	3	2284
VASA published, mouse	232	multi	4	2847
VASA published, mouse	232	multi	5	904
VASA published, mouse	232	multi	6	1084
VASA published, mouse	232	multi	7	236
VASA published, mouse	232	multi	8	106
VASA published, mouse	232	multi	9	301
VASA published, mouse	232	multi	10	42
VASA published, mouse	232	multi	11	8
VASA published, mouse	232	multi	12	12
VASA published, mouse	232	multi	13	1
VASA published, mouse	232	multi	14	1
VASA published, mouse	232	multi	15	1
VASA published, mouse	232	multi	20	25
VASA published, mouse	232	single	1	113458
VASA published, mouse	232	single	2	4329
VASA published, mouse	232	single	3	196
VASA published, mouse	232	single	4	1
VASA published, mouse	232	single	8	1
VASA published, mouse	232	single	11	1
VASA published, mouse	232	single	14	2
VASA published, mouse	232	single	16	5
VASA published, mouse	232	single	20	30
VASA published, mouse	234	multi	1	5377
VASA published, mouse	234	multi	2	7253
VASA published, mouse	234	multi	3	3734
VASA published, mouse	234	multi	4	3876
VASA published, mouse	234	multi	5	1338
VASA published, mouse	234	multi	6	1254
VASA published, mouse	234	multi	7	407
VASA published, mouse	234	multi	8	221
VASA published, mouse	234	multi	9	538
VASA published, mouse	234	multi	10	74
VASA published, mouse	234	multi	11	25
VASA published, mouse	234	multi	12	24
VASA published, mouse	234	multi	18	2
VASA published, mouse	234	multi	19	2
VASA published, mouse	234	multi	20	26
VASA published, mouse	234	single	1	180661
VASA published, mouse	234	single	2	6385
VASA published, mouse	234	single	3	387
VASA published, mouse	234	single	4	8
VASA published, mouse	234	single	14	2
VASA published, mouse	234	single	20	23
VASA published, mouse	236	multi	1	1922
VASA published, mouse	236	multi	2	2735
VASA published, mouse	236	multi	3	1262
VASA published, mouse	236	multi	4	1000
VASA published, mouse	236	multi	5	424
VASA published, mouse	236	multi	6	397
VASA published, mouse	236	multi	7	113
VASA published, mouse	236	multi	8	101
VASA published, mouse	236	multi	9	118
VASA published, mouse	236	multi	10	22
VASA published, mouse	236	multi	11	25
VASA published, mouse	236	multi	12	5
VASA published, mouse	236	multi	20	7
VASA published, mouse	236	single	1	47818
VASA published, mouse	236	single	2	1753
VASA published, mouse	236	single	3	55
VASA published, mouse	236	single	6	2
VASA published, mouse	236	single	20	4
VASA published, mouse	238	multi	1	896
VASA published, mouse	238	multi	2	1207
VASA published, mouse	238	multi	3	631
VASA published, mouse	238	multi	4	444
VASA published, mouse	238	multi	5	196
VASA published, mouse	238	multi	6	145
VASA published, mouse	238	multi	7	33
VASA published, mouse	238	multi	8	27
VASA published, mouse	238	multi	9	50
VASA published, mouse	238	multi	10	10
VASA published, mouse	238	multi	11	2
VASA published, mouse	238	multi	13	1
VASA published, mouse	238	multi	18	1
VASA published, mouse	238	multi	20	3
VASA published, mouse	238	single	1	29477
VASA published, mouse	238	single	2	984
VASA published, mouse	238	single	3	27
VASA published, mouse	238	single	8	4
VASA published, mouse	238	single	12	2
VASA published, mouse	238	single	13	4
VASA published, mouse	238	single	15	1
VASA published, mouse	242	multi	1	5940
VASA published, mouse	242	multi	2	8132
VASA published, mouse	242	multi	3	3241
VASA published, mouse	242	multi	4	4347
VASA published, mouse	242	multi	5	1078
VASA published, mouse	242	multi	6	1312
VASA published, mouse	242	multi	7	347
VASA published, mouse	242	multi	8	225
VASA published, mouse	242	multi	9	363
VASA published, mouse	242	multi	10	72
VASA published, mouse	242	multi	11	42
VASA published, mouse	242	multi	12	14
VASA published, mouse	242	multi	13	12
VASA published, mouse	242	multi	16	1
VASA published, mouse	242	multi	18	12
VASA published, mouse	242	multi	20	37
VASA published, mouse	242	single	1	156963
VASA published, mouse	242	single	2	5995
VASA published, mouse	242	single	3	262
VASA published, mouse	242	single	4	1
VASA published, mouse	242	single	8	1
VASA published, mouse	242	single	17	7
VASA published, mouse	242	single	20	20
VASA published, mouse	244	multi	1	7094
VASA published, mouse	244	multi	2	9317
VASA published, mouse	244	multi	3	4260
VASA published, mouse	244	multi	4	3408
VASA published, mouse	244	multi	5	1551
VASA published, mouse	244	multi	6	1445
VASA published, mouse	244	multi	7	403
VASA published, mouse	244	multi	8	361
VASA published, mouse	244	multi	9	604
VASA published, mouse	244	multi	10	78
VASA published, mouse	244	multi	11	48
VASA published, mouse	244	multi	12	25
VASA published, mouse	244	multi	13	9
VASA published, mouse	244	multi	18	5
VASA published, mouse	244	multi	20	57
VASA published, mouse	244	single	1	204838
VASA published, mouse	244	single	2	7335
VASA published, mouse	244	single	3	258
VASA published, mouse	244	single	4	6
VASA published, mouse	244	single	5	5
VASA published, mouse	244	single	6	1
VASA published, mouse	244	single	7	4
VASA published, mouse	244	single	13	9
VASA published, mouse	244	single	20	8
VASA published, mouse	246	multi	1	5181
VASA published, mouse	246	multi	2	6680
VASA published, mouse	246	multi	3	3342
VASA published, mouse	246	multi	4	2644
VASA published, mouse	246	multi	5	1106
VASA published, mouse	246	multi	6	967
VASA published, mouse	246	multi	7	298
VASA published, mouse	246	multi	8	275
VASA published, mouse	246	multi	9	372
VASA published, mouse	246	multi	10	65
VASA published, mouse	246	multi	11	35
VASA published, mouse	246	multi	12	7
VASA published, mouse	246	multi	13	2
VASA published, mouse	246	multi	18	1
VASA published, mouse	246	multi	19	1
VASA published, mouse	246	multi	20	46
VASA published, mouse	246	single	1	146538
VASA published, mouse	246	single	2	5096
VASA published, mouse	246	single	3	150
VASA published, mouse	246	single	4	4
VASA published, mouse	246	single	6	3
VASA published, mouse	246	single	13	1
VASA published, mouse	246	single	14	3
VASA published, mouse	246	single	20	22
VASA published, mouse	248	multi	1	11943
VASA published, mouse	248	multi	2	17006
VASA published, mouse	248	multi	3	7535
VASA published, mouse	248	multi	4	5691
VASA published, mouse	248	multi	5	2604
VASA published, mouse	248	multi	6	2482
VASA published, mouse	248	multi	7	653
VASA published, mouse	248	multi	8	543
VASA published, mouse	248	multi	9	841
VASA published, mouse	248	multi	10	176
VASA published, mouse	248	multi	11	103
VASA published, mouse	248	multi	12	38
VASA published, mouse	248	multi	13	16
VASA published, mouse	248	multi	14	3
VASA published, mouse	248	multi	15	2
VASA published, mouse	248	multi	16	1
VASA published, mouse	248	multi	18	4
VASA published, mouse	248	multi	19	4
VASA published, mouse	248	multi	20	50
VASA published, mouse	248	single	1	341291
VASA published, mouse	248	single	2	12896
VASA published, mouse	248	single	3	656
VASA published, mouse	248	single	4	26
VASA published, mouse	248	single	5	1
VASA published, mouse	248	single	6	7
VASA published, mouse	248	single	7	5
VASA published, mouse	248	single	10	1
VASA published, mouse	248	single	11	2
VASA published, mouse	248	single	13	1
VASA published, mouse	248	single	14	4
VASA published, mouse	248	single	15	7
VASA published, mouse	248	single	19	6
VASA published, mouse	248	single	20	47
VASA published, mouse	250	multi	1	6170
VASA published, mouse	250	multi	2	8632
VASA published, mouse	250	multi	3	4513
VASA published, mouse	250	multi	4	8789
VASA published, mouse	250	multi	5	2205
VASA published, mouse	250	multi	6	2648
VASA published, mouse	250	multi	7	421
VASA published, mouse	250	multi	8	323
VASA published, mouse	250	multi	9	891
VASA published, mouse	250	multi	10	103
VASA published, mouse	250	multi	11	33
VASA published, mouse	250	multi	12	9
VASA published, mouse	250	multi	13	11
VASA published, mouse	250	multi	14	1
VASA published, mouse	250	multi	17	2
VASA published, mouse	250	multi	19	1
VASA published, mouse	250	multi	20	34
VASA published, mouse	250	single	1	237491
VASA published, mouse	250	single	2	9078
VASA published, mouse	250	single	3	487
VASA published, mouse	250	single	4	15
VASA published, mouse	250	single	5	9
VASA published, mouse	250	single	6	5
VASA published, mouse	250	single	20	43
VASA published, mouse	252	multi	1	11265
VASA published, mouse	252	multi	2	15543
VASA published, mouse	252	multi	3	6834
VASA published, mouse	252	multi	4	7472
VASA published, mouse	252	multi	5	2491
VASA published, mouse	252	multi	6	2818
VASA published, mouse	252	multi	7	604
VASA published, mouse	252	multi	8	470
VASA published, mouse	252	multi	9	1030
VASA published, mouse	252	multi	10	120
VASA published, mouse	252	multi	11	56
VASA published, mouse	252	multi	12	36
VASA published, mouse	252	multi	13	12
VASA published, mouse	252	multi	18	10
VASA published, mouse	252	multi	19	5
VASA published, mouse	252	multi	20	50
VASA published, mouse	252	single	1	330979
VASA published, mouse	252	single	2	12489
VASA published, mouse	252	single	3	604
VASA published, mouse	252	single	4	11
VASA published, mouse	252	single	14	2
VASA published, mouse	252	single	15	1
VASA published, mouse	252	single	16	1
VASA published, mouse	252	single	18	3
VASA published, mouse	252	single	20	50
VASA published, mouse	254	multi	1	11938
VASA published, mouse	254	multi	2	17979
VASA published, mouse	254	multi	3	8151
VASA published, mouse	254	multi	4	6661
VASA published, mouse	254	multi	5	2907
VASA published, mouse	254	multi	6	2416
VASA published, mouse	254	multi	7	737
VASA published, mouse	254	multi	8	547
VASA published, mouse	254	multi	9	864
VASA published, mouse	254	multi	10	165
VASA published, mouse	254	multi	11	133
VASA published, mouse	254	multi	12	60
VASA published, mouse	254	multi	13	29
VASA published, mouse	254	multi	14	1
VASA published, mouse	254	multi	17	7
VASA published, mouse	254	multi	18	28
VASA published, mouse	254	multi	19	2
VASA published, mouse	254	multi	20	54
VASA published, mouse	254	single	1	342380
VASA published, mouse	254	single	2	12189
VASA published, mouse	254	single	3	485
VASA published, mouse	254	single	4	30
VASA published, mouse	254	single	12	2
VASA published, mouse	254	single	14	1
VASA published, mouse	254	single	16	5
VASA published, mouse	254	single	17	3
VASA published, mouse	254	single	18	5
VASA published, mouse	254	single	19	10
VASA published, mouse	254	single	20	83
VASA published, mouse	256	multi	1	7268
VASA published, mouse	256	multi	2	9873
VASA published, mouse	256	multi	3	4390
VASA published, mouse	256	multi	4	3588
VASA published, mouse	256	multi	5	1417
VASA published, mouse	256	multi	6	1604
VASA published, mouse	256	multi	7	334
VASA published, mouse	256	multi	8	297
VASA published, mouse	256	multi	9	503
VASA published, mouse	256	multi	10	46
VASA published, mouse	256	multi	11	47
VASA published, mouse	256	multi	12	20
VASA published, mouse	256	multi	13	12
VASA published, mouse	256	multi	16	3
VASA published, mouse	256	multi	17	5
VASA published, mouse	256	multi	18	1
VASA published, mouse	256	multi	19	2
VASA published, mouse	256	multi	20	43
VASA published, mouse	256	single	1	215266
VASA published, mouse	256	single	2	7692
VASA published, mouse	256	single	3	350
VASA published, mouse	256	single	4	5
VASA published, mouse	256	single	14	7
VASA published, mouse	256	single	15	2
VASA published, mouse	256	single	16	12
VASA published, mouse	256	single	17	4
VASA published, mouse	256	single	18	1
VASA published, mouse	256	single	20	6
VASA published, mouse	258	multi	1	7109
VASA published, mouse	258	multi	2	9164
VASA published, mouse	258	multi	3	4367
VASA published, mouse	258	multi	4	4038
VASA published, mouse	258	multi	5	1643
VASA published, mouse	258	multi	6	1731
VASA published, mouse	258	multi	7	432
VASA published, mouse	258	multi	8	378
VASA published, mouse	258	multi	9	646
VASA published, mouse	258	multi	10	84
VASA published, mouse	258	multi	11	70
VASA published, mouse	258	multi	12	13
VASA published, mouse	258	multi	13	12
VASA published, mouse	258	multi	14	1
VASA published, mouse	258	multi	18	5
VASA published, mouse	258	multi	19	8
VASA published, mouse	258	multi	20	41
VASA published, mouse	258	single	1	248647
VASA published, mouse	258	single	2	9284
VASA published, mouse	258	single	3	385
VASA published, mouse	258	single	4	26
VASA published, mouse	258	single	12	4
VASA published, mouse	258	single	13	1
VASA published, mouse	258	single	16	3
VASA published, mouse	258	single	17	4
VASA published, mouse	258	single	20	26
VASA published, mouse	260	multi	1	6151
VASA published, mouse	260	multi	2	8392
VASA published, mouse	260	multi	3	3684
VASA published, mouse	260	multi	4	4936
VASA published, mouse	260	multi	5	1536
VASA published, mouse	260	multi	6	1889
